index,comments,Label,LabelConfidence
17252941,Good that China cups are,Global positive feedbacks,1
17252968,Got my head round using the app super fast! 😊,App works well,1
17254009,I asked for cheese and extra tartar sauce. And didn't get either.,Wrong or missing order,1
17257419,Pancake can be cooked little more,Bad quality or taste,1
17257142,Not sure why the barista’s been weirdly hostile to me the past three times,Bad service,1
17255230,Killing it!,Global positive feedbacks,1
17249961,Brilliant service on everything,Good services,1
17252266,Forgot the broccoli but the fish’s and French fries were very good.,"Wrong or missing order,Good food quality,Good taste","1,1,1"
17249055,Andy is always courteous and professional!,Good services,1
17251219,Excellent breakfast again this morning. THANKS!,"Good food quality,Good taste","1,1"
17253058,Great experience !,Global positive feedbacks,1
17253201,Great service and very easy to use,"Good services,App works well","1,1"
17256243,"My food has not arrived, not in the cabin!!",Wrong or missing order,1
17255200,"Just need more condiment options- A1, Red Hot Hot Sauce, and better access to those condiments. Eggs were delish!","Not enough options,Good food quality,Good taste","1,1,1"
17255873,Love Rosanna xx,Good services,1
17248945,Always great service with Fiona,Good services,1
17251824,Excellent. Couldn't fault anything. The Ware team are super great. !!! Happy Christmas one and all.,"Good services,Good food quality,Good taste","1,1,1"
17256859,Need more variety of food.,Not enough options,1
17250206,Clearly made with love.,Good services,1
17248993,Amazing coffee and service.,"Good services,Good food quality,Good taste","1,1,1"
17255868,Love it! Thanks,Global positive feedbacks,1
17249021,"Amazing service from staff, as usual.",Good services,1
17254949,I’m uncomfortable with the cafeteria staff not wearing a mask. The interaction was at the grill with the cook and management. Management had no mask and cook had it on their chin. Please wear mask over nose and mouth for everyone’s safety. Thank you.,Global negative feedbacks,1
17249985,Burger and tater tots were overcooked,Bad quality or taste,1
17257346,"Ordered for 10am, food was ready at 9:30",Arrived on time,1
17254852,I think general quality of food is lower than trial period,Bad quality or taste,1
17253804,Great to see a Greek option here! Please sample the salad dressing before serving. Woah!,"Bad quality or taste,Global positive feedbacks","1,1"
17257480,Philly steak sandwich wasn’t great.,Bad quality or taste,1
17254913,"I wasn't expecting a salad, and thought it would be a warm bowl. Also, please make sure staff knows what farro is.","Bad food temperature,Bad quality or taste","1,1"
17249122,Apparently there was a glitch. My food was ready 10 minutes after time requested.,Waited too long,1
17252978,"Gracias, me trataron deliciosamente!","Global positive feedbacks,Good services","1,1"
17252119,Food thatvwas delivered wasn't what was ordered,Wrong or missing order,1
17248979,Amazing !,Global positive feedbacks,1
17248863,All good.,Global positive feedbacks,1
17256069,"May we have cooked vegetables as a side option at the 'Grill' ?""",Not enough options,1
17256179,More flavor. It was pretty bland for an omelet. Change cheese style,Bad quality or taste,1
17250815,Couldn't find how to order deli chips after my original order was placed. I asked for a pickle spear and received carrots.,"Wrong or missing order,App to improve","1,1"
17257065,Normal food please,Bad quality or taste,1
17250863,Deb most definitely made my day!!!,Good services,1
17256108,Miss free cookie,Global negative feedbacks,1
17254097,I feel like in this app there should be an option to change the time for pickup. But once it gets made it doesn't give you that option,App to improve,1
17250242,"Coffee was very poor, had no foam in latte, cup was only half full, barely any milk, completely different quality of coffee brew as I had the other day with exactly the same order.","Bad quality or taste,Portion too small","1,1"
17253255,Great shrimp fried rice and customer service,"Good services,Good food quality,Good taste","1,1,1"
17255945,Loved the carrots in my quesadilla. I love surprise veggies.,"Good food quality,Good taste","1,1"
17250155,Chicken was missing.,Wrong or missing order,1
17250139,Chicken tenders were hard and dry,Bad quality or taste,1
17255970,Lovely breakfast thank you,"Good food quality,Good taste","1,1"
17254841,I see the sizzling salad now charges an extra $2.99 for Vegan chicken??? We should be encouraging people not to eat meat for the sake of the environment not punishing people. I will certainly be eating this item less frequently as a result...,Too expensive,1
17252140,Food was cold. I also would have like to change egg to egg whites on sandwich.,"Bad food temperature,Not enough options","1,1"
17257749,Quantity of Sambhar was very less and breakfast was cold.,"Bad food temperature,Portion too small","1,1"
17251801,Excellent sevrvice with quick turnaround,"Good services,Arrived on time","1,1"
17257558,Please cut up ingredients smaller...delish otherwise,"Good food quality,Good taste,Bad quality or taste","1,1,1"
17253902,Hash browns were kind of burnt and Benedict wasn't very good,Bad quality or taste,1
17251940,"Feels like a plain old burger vs a top level menu offering. Small burger, bun is not the best.","Bad quality or taste,Portion too small","1,1"
17255069,"It was good, though I question the purpose of putting it on a croissant if you flatten the croissant?","Good food quality,Good taste","1,1"
17257095,Not enough food for me,Portion too small,1
17252897,Good food and good service.,"Good services,Good food quality,Good taste","1,1,1"
17257547,Please bring back the Cholula sauce!,Not enough options,1
17252852,GIVE FIDEL A RAISE!🤘🏾😝😎,Good services,1
17250136,Chicken strip item lists 4 strips but on 3 occasions I’ve received 3. Staff indicate the strips were big so a smaller portion was given. Consider using weight to avoid confusion in the future or just give 4 :-),Portion too small,1
17253205,Great service as always - thanks Jenny,Good services,1
17255977,Lovely foaccia sandwich,"Good food quality,Good taste","1,1"
17252212,Food was ready so quickly!,Arrived on time,1
17256293,My order was ready to be picked up. The quality and cost of the salad,Arrived on time,1
17253281,Great taste with the sandwich and fries today.,"Good food quality,Good taste","1,1"
17249794,Barrister has terrible manners,Bad service,1
17250236,"Coffee was made too hot, burning and ruining the taste of the coffee.","Bad food temperature,Bad quality or taste","1,1"
17255112,"It was very good last time, but today, it was quite stiff and not good.",Bad quality or taste,1
17250246,Cold and not a lot,"Bad food temperature,Portion too small","1,1"
17252032,Food and service was greatv,"Good services,Good food quality,Good taste","1,1,1"
17255228,Kickass Kickstarter,Global positive feedbacks,1
17251196,Excelente servicié.,Good services,1
17251894,Fantastic job 🤩,Global positive feedbacks,1
17257564,Please give more dipping sauce.,Global negative feedbacks,1
17257577,Please mark halal meals in the application. I have to verify in person every time,App to improve,1
17254049,i did not get my uft discount. i have uft email on file. Please help.,Global negative feedbacks,1
17248802,"A sauce of each was missing (I ordered 2 ketchup, 2 mayo and only received one of each). The app condenses it very misleadingly","Wrong or missing order,App to improve","1,1"
17255201,Just need to get rid of them slimy mushrooms and put the black pudding back in but apart from that it was fantastic,"Good food quality,Good taste","1,1"
17252236,"Food wasn't available even though the app said it had been delivered. I returned several times to check, but no one available to ask. Customer service on the app responded well and got it sorted","App to improve,Wrong or missing order,Bad service,Good services","1,1,1,1"
17248957,Always pleasant and on time!,"Global positive feedbacks,Arrived on time","1,1"
17253821,Great! Try cutting sandwich on two,"Good food quality,Good taste","1,1"
17249843,Best group,Global positive feedbacks,1
17254809,I placed the order online and ordered fruit (banana and orange) and it wasn’t in my order. I couldn’t go back and ask for it anymore.,Wrong or missing order,1
17250172,Chicken was super dry and it’s only Monday. As if i was served leftovers from last week!,Bad quality or taste,1
17257366,"Ordered scrambled egg in sandwich, but not included",Wrong or missing order,1
17249858,Best soup served so far!,"Good food quality,Good taste","1,1"
17256204,Muffin seemed stale - didn’t taste like usual. No best before date on packaging either,"Bad quality or taste,Inappropriate packaging","1,1"
17256906,"Nice and tasty, the only thing it has leaked everywhere inside and outside bag.","Good food quality,Good taste,Inappropriate packaging","1,1,1"
17255181,Jenny was awesome. Nice to have someone here to help.,Good services,1
17257544,Please bring back jalapeño ranch dressing,Not enough options,1
17257126,Not much choice in sandwiches plus there was no sandwiches at all today.,"Product not available,Not enough options","1,1"
17253231,Great service thanks,Good services,1
17248815,Absolutely delicious!!!,"Good food quality,Good taste","1,1"
17249827,Ben is a great customer service person,Good services,1
17249276,Bagels were a little stale & hard,Bad quality or taste,1
17252001,Fish was a bit chewy,Bad quality or taste,1
17257539,Please add pictures to daily deal,App to improve,1
17251186,Everything was severely over cooked,Bad quality or taste,1
17253248,"Great service, thank you",Good services,1
17256165,Mole was great. Soup could have been hotter.,"Good food quality,Good taste,Bad food temperature","1,1,1"
17255208,kale is too salty and too sour at the same time.,Bad quality or taste,1
17255275,Latoya and Angel do great service,Good services,1
17253169,Great place eat always.,"Global positive feedbacks,Good food quality,Good taste","1,1,1"
17257445,Pat was amazing to work with!,Good services,1
17255965,Lovely as usual! Thanks,Global positive feedbacks,1
17252876,Good and still warm,"Good food temperature,Good food quality,Good taste","1,1,1"
17257220,Onion rings were soggy and dripping with grease. The burger was good but the onion rings will get you shut down by the health board.,"Bad quality or taste,Good food quality,Good taste","1,1,1"
17249110,App slow no internet in canteen,App to improve,1
17255186,Jo was as efficient and friendly as always - thanks,Good services,1
17256190,More sauce on the vegetarian.,Portion too small,1
17251225,Excellent choice.,Global positive feedbacks,1
17257166,"Offer salad dressings on the side. It gives you the option to put 1, 2, 3, etc. I was not sure what that meant. I selected 2. I could barely taste the salad dressing. I apologize if this is available already.","App to improve,Not enough options","1,1"
17255116,It wasn’t cooked properly. Half was too well done..hard to chew and 2 slices were loose/ undercooked.,Bad quality or taste,1
17252942,Good to add a piece of bread into the salad,Not enough options,1
17256295,My order was somehow changed to scrambled eggs but was correct to over easy as was my selection however I paid for three eggs and only got 2.,Wrong or missing order,1
17255808,"Lettuce is mostly the core that needs to be picked out""",Bad quality or taste,1
17249153,As per usual excellent food and services provided.,"Good services,Good food quality,Good taste","1,1,1"
17250169,Chicken was rubbery not my favorite. Sometimes worry when it’s this texture might be under cooked but look fine.,Bad quality or taste,1
17250843,Customer service is always fab,Good services,1
17253802,Great to have you back!,Global positive feedbacks,1
17249104,"App performs poorly- very slow. Not enough kisosks. Kiosks require name and email. Please make email optional as it is useless, time consuming, and frustrating to enter.",App to improve,1
17254074,I didn't expect it to be so garlicky (didn't realise pesto had garlic in it 😐),Bad quality or taste,1
17255860,Love being able to order ahead and grabbing my coffee between meetings.,"Arrived on time,Good services","1,1"
17252002,Fish was a little cold,Bad food temperature,1
17257000,"No instructions on """"self reheat"""" my toastie.",Global negative feedbacks,1
17251262,Excellent salad. Hold the broccoli add more chicken.,"Good food quality,Good taste,Portion too small","1,1,1"
17254214,I miss my Farmers eggs with peppers and bacon and hash browns or even my hash browns with peppers and bacon I'm so sad that every Tuesday has to be taco day number that's one of my days I come to the office I have no other choice,Not enough options,1
17254081,I don’t know what was different but this was the most delicious latte you’ve made!,"Good food quality,Good taste","1,1"
17249959,Brilliant service Callum,Good services,1
17251968,First time experience but trust me I’m fully blown by the customer service and timing,"Good services,Arrived on time","1,1"
17257411,Paid for 16 oz cup and only got 12oz,Wrong or missing order,1
17255814,Like the convenience,Global positive feedbacks,1
17253896,Hash brown was soft and mushy and not warm enough.,"Bad quality or taste,Bad food temperature","1,1"
17257571,Please label major allergens for all good options and make sure there are options for people who have both gluten and dairy allergies. Thank you.,App to improve,1
17257429,Panini had too much sauce and could have been cut in half for ease of eating,Bad quality or taste,1
17253929,Hello. The fish and chips was great but I had no peas included with my food.,"Good food quality,Good taste,Wrong or missing order","1,1,1"
17255073,It was great. The service is ALWAYS TOP NOTCH,Good services,1
17256141,Missing item,Wrong or missing order,1
17251252,Excellent idea for shift workers,Global positive feedbacks,1
17257744,Quality of tenders change since opening Chef shared the reason for the change,Good services,1
17255837,Little food,Portion too small,1
17257415,Paid for cheese and it wasn’t on my sandwich.,Wrong or missing order,1
17251037,Do not use styrofoam for hot items. If it is too hot it will melt the styrofoam onto the food.,Inappropriate packaging,1
17253043,Great customer service and speed!,"Good services,Arrived on time","1,1"
17248911,Always a please to start the morning!!,Global positive feedbacks,1
17257322,Ordered 2 side (chips) but received only 1 portion!,Wrong or missing order,1
17257478,Phenomenal,Global positive feedbacks,1
17252063,Food is cold & not tasting good at all. Would wish to return to deliveroo offering better quality & options,"Bad food temperature,Bad quality or taste,Not enough options","1,1,1"
17249253,Bacon needed to be cooked longer,Bad quality or taste,1
17250195,Chocolate milk was out of stock again,Product not available,1
17252936,"Good substitutes for items out stock, arrived on time thanks.","Good food quality,Good taste,Arrived on time","1,1,1"
17249061,Andy!!!,Other,1
17255884,LOVE The Blend. !!!,"Good food quality,Good taste","1,1"
17253174,Great roast beef sandwich.,"Good food quality,Good taste","1,1"
17252098,Food portion too little,Portion too small,1
17257782,Ran out of soup but the salad was good,"Product not available,Good food quality,Good taste","1,1,1"
17252790,Fried chicken wasn’t as good as last time. Did the recipe change?,Bad quality or taste,1
17254796,I paid for bacon but did not get it,Wrong or missing order,1
17248991,"Amazing chilli, sad to see the guac size looked smaller than the last time though!","Good food quality,Good taste,Portion too small","1,1,1"
17249119,App won’t open ip nearly every other time I use it. I have to uninstall and reinstall constantly.,App to improve,1
17255140,It’d be nice we could order an egg and cheese sandwich without meat!,Not enough options,1
17253049,Great Customer service!!,Good services,1
17249014,Amazing salad,"Good food quality,Good taste","1,1"
17254969,I'm tired of getting surveys everytime I open the app.,App to improve,1
17250944,Delicious. A bit too salty.,"Good food quality,Good taste","1,1"
17257173,Ok still not received my backdated loyalty points though 🤬,"Global negative feedbacks,Global positive feedbacks","1,1"
17257107,not enough vegetable and meat. No proper Chinese food. The food is not taste at all,"Portion too small,Bad quality or taste","1,1"
17251119,"Every time I get an order it’s messed up, and doesn’t even make sense. I’ll get a chicken sandwich with onions on it and it’ll be half an onion on it, who would ever put that much onion on a sandwich? Stuff like this every day I don’t get it","Wrong or missing order,Bad quality or taste","1,1"
17249240,Awesomeness,Global positive feedbacks,1
17252946,Good was dry”,Bad quality or taste,1
17255890,Love the freshness of the salad bar ingredients,"Good food quality,Good taste","1,1"
17257493,Pies well nice,"Good food quality,Good taste","1,1"
17252990,Great addition to the menu offerings!,Global positive feedbacks,1
17249132,Aqesome,Global positive feedbacks,1
17252017,Flavor is lacking,Bad quality or taste,1
17249786,Bap had mould,Bad quality or taste,1
17252791,Friendly,Good services,1
17254247,"I ordered a sausage omelet with spinach, but the cook didn't have any spinach that day. However I was still charged the extra for spinach. Not a huge deal but it may be worth looking into being able to modify the order in cases like this.","Product not available,Global negative feedbacks,App to improve","1,1,1"
17256829,N,Other,1
17254820,I really like a breakfast option with rice.,Not enough options,1
17257412,Paid for 2 burger patties. Only received one. Didn't realize until I was back in another building.,Wrong or missing order,1
17252125,Food was amazing! Very tasty! All nicely packed for me on time and ready to take away!,"Good food quality,Good taste,Arrived on time","1,1,1"
17257082,Not as much sauce as usual. Rendered it a bit dry.,"Portion too small,Bad quality or taste","1,1"
17252934,Good stuff,Global positive feedbacks,1
17256982,No flavor,Bad quality or taste,1
17253228,Great service from the staff in the shop,Good services,1
17255209,Karina is amazing,Good services,1
17248933,Always good,Global positive feedbacks,1
17250981,Did not receive order.,Wrong or missing order,1
17256889,Never received my food,Wrong or missing order,1
17250834,Curry Portion was too small,Portion too small,1
17249099,App keeps prompting me to rate my experience. Please stop that,App to improve,1
17250811,"Could you please do the mozzarella/basil pesto/tomato sandwich again, it was the best cold veggie option and I miss them!",Not enough options,1
17256823,"My suggestion to Twelve is to keep Salmon at least once a week on the menu, because it is very popular dish that many like.",Not enough options,1
17254876,I waited 15 minutes after the time that was stated it would be ready,Waited too long,1
17253888,Hardly any beef,Portion too small,1
17257683,Portion was small for cottage pie,Portion too small,1
17252021,Fluffiest potato I’ve ever had,"Good food quality,Good taste","1,1"
17252108,Food quality was great. Let’s add boiled peanuts in the future,"Good taste,Good food quality,Not enough options","1,1,1"
17253183,"Great salad, great burger,","Good food quality,Good taste","1,1"
17255122,"It would be good if packaging was more environmental friendly. But, everything else is great.",Packaging not sustainable,1
17249091,App is slow,App to improve,1
17257264,"Order got lost, took 20 minutes, food has been cold, fries are old, bread is stale. If it wasn’t convenient I wouldn’t eat here. It’s sad because food was phenomenal at Grifols and DFP","Waited too long,Bad food temperature,Bad quality or taste,Wrong or missing order","1,1,1,1"
17249179,Awesome and FAST!,"Arrived on time,Global positive feedbacks","1,1"
17253981,How to earn stamp?,Other,1
17257335,"Ordered an Orange Crush drink; however, when I went to pick up my order they did not have that drink in stock. This is the 2nd time this has happened to me using this app.","Product not available,App to improve","1,1"
17251837,Expired fish,Bad quality or taste,1
17255285,Lemon and mint drink was selected and on receipt but I was given just lemon. Didn’t know until back in office later. please ensure app is up to date or if unavailable please make aware and ask what you would like to substitute it with or refund. Thank you,"Wrong or missing order,App to improve","1,1"
17253870,Had tomato soup delivered in place of gravy. Too late to swap it as chips going cold and short lunch break. Chips were dry and unappetising.,"Wrong or missing order,Bad quality or taste","1,1"
17251966,"First order, ordered a burrito received a bowl.",Wrong or missing order,1
17256966,No chicken in salad,Wrong or missing order,1
17248811,Absolutely brilliant! Delicious food and the Links team were as lovely and fabulous as ever!,"Good services,Good food quality,Good taste","1,1,1"
17254189,I love Arup cafe x,Global positive feedbacks,1
17255909,Love the scan and go feature! It was after hours and I wanted a tea to bring home.,"App works well,Global positive feedbacks","1,1"
17253254,Great setup,Global positive feedbacks,1
17249100,App made me pay for each item and didn’t add up,"App to improve,Global negative feedbacks","1,1"
17248832,"Again received american cheese instead of cheddar. Was noted ""not american"".",Wrong or missing order,1
17257327,Ordered a chocolate milk said there were some left but none were in the cooler. Please update the system better. Thanks,"Product not available,App to improve","1,1"
17249815,Beef madras very tasty- would be good to have this on the list more often.,"Good food quality,Good taste","1,1"
17256180,More food. Wasn’t remotely enough food.,Portion too small,1
17252868,Going to miss Ruben a lot!,Good services,1
17252969,Got the food. But I’m not sure the ticket process worked today. I had to ask if they got my order.,App to improve,1
17256083,Meatballs are not very flavorful,Bad quality or taste,1
17256807,My request for a different cheese type was seen and honored.,Good services,1
17249841,Best food so far,"Good food quality,Good taste","1,1"
17254225,I only received 1 piece of bacon and the egs were cold and dark brown today.,"Wrong or missing order,Portion too small","1,1"
17257031,No sandwiches!!!,Wrong or missing order,1
17249278,"Baked potato was old and brown inside and inedible. If I would have been able, I would have sent this back. I would like a refund for the potato please",Bad quality or taste,1
17249986,"Burger bun is stale, fries are cold.","Bad food temperature,Bad quality or taste","1,1"
17250847,Customer service was excellent! Too many people ordering food for the staff to keep up with!! Taco salads are popular!!,Good services,1
17250173,Chicken was too salty,Bad quality or taste,1
17250176,"Chicken was very tasty, and flavours complemented the couscous","Good food quality,Good taste","1,1"
17254885,I was charged twice for this coffee today. Please correct by crediting back the 2nd charge. Thank you.,"App to improve,Global negative feedbacks","1,1"
17250800,Could it be optional to receive plastic cutlery? We already have cutlery available and this created additional waste. Thank you!,Packaging not sustainable,1
17250095,Cheese on grilled cheese wasn’t melted. For $7.99 for a grilled cheese I would expect more,Bad quality or taste,1
17255979,Lovely food and customer service. Dinner was ready and waiting. Thank you.,"Good services,Good food quality,Good taste,Arrived on time","1,1,1,1"
17249049,Americano didn't have cream even though I requested it in the special instructions.,Wrong or missing order,1
17250056,Can you please add chicken options for breakfast?,Not enough options,1
17249183,Awesome as always! Your creativity and culinary skills are at a very high level. Thank you!,"Good services,Good food quality,Good taste","1,1,1"
17252951,Good 👍. Thanks,Global positive feedbacks,1
17250979,Did not receive avocado and meat was over cooked.,"Wrong or missing order,Bad quality or taste","1,1"
17256247,My food isn't in the box,Wrong or missing order,1
17250222,Coffee has 0 sugar,Wrong or missing order,1
17254836,I requested chicken and received beef. I didn’t have time for them to remake it. I understand mistakes happen.,Wrong or missing order,1
17253100,"Great food, great service. Thanks Latoya and Angel.","Good services,Good food quality,Good taste","1,1,1"
17256223,My coffee is always ready to be picked up.,Arrived on time,1
17250870,Decent sized sausage butty for the price 👍,Global positive feedbacks,1
17250890,Delicious and was able to switch bread choice.,"Good services,Good food quality,Good taste","1,1,1"
17254107,I found dirt in my food,Bad quality or taste,1
17257733,Professionally done,Good services,1
17250117,Chicken felt like it was a bit undercooked,Bad quality or taste,1
17250280,Corn chowder was too salty,Bad quality or taste,1
17256225,My coffee was ready and waiting with a smile - perfect,"Good services,Arrived on time","1,1"
17255907,Love the salmon poke bowl,"Good food quality,Good taste","1,1"
17249273,Bad selection,Not enough options,1
17250967,Did not get my full order. Bacon missing.,Wrong or missing order,1
17252130,"Food was bigger than bowl provided, and no spoon",Inappropriate packaging,1
17254266,I ordered hot coffee and got an iced coffee. I took it because I didn’t have time to wait,Wrong or missing order,1
17256893,New box doesn't fit in base of bag,Inappropriate packaging,1
17253155,great omelet!,"Good food quality,Good taste","1,1"
17257654,"Portion of chips very small, about 15 chips in total. Everything else fine","Portion too small,Good food quality,Good taste","1,1,1"
17257055,"Nobody serving. Myself and two colleagues couldn't figure out how to serve ourselves with toasties, tea/coffee etc. No milk.","Bad service,Product not available","1,1"
17251903,Fantastic service from all the stafg,Good services,1
17257123,Not many options for sandwiches,Not enough options,1
17257545,Please bring back the brioche bun! It was delicious!,Not enough options,1
17250931,Delicious! Good portion size,"Good food quality,Good taste","1,1"
17254987,Incorrect item in order,Wrong or missing order,1
17249195,Awesome food,"Good food quality,Good taste","1,1"
17248927,"Always fresh, and the staff is wonderful","Good services,Good food quality,Good taste","1,1,1"
17254991,Incredible service,Good services,1
17257436,Parchment paper was fried onto my chicken. I went down n got a new chicken. They were very good about it.,"Good services,Inappropriate packaging","1,1"
17249873,Big bag,Inappropriate packaging,1
17257174,Omelet tasted terrible,Bad quality or taste,1
17251255,Excellent meal! Steak was just right,"Good food quality,Good taste","1,1"
17250943,Delicious.,"Good food quality,Good taste","1,1"
17254985,incorrect food,Wrong or missing order,1
17255960,Loved this meal! Could we have the option of a garlic bread slice next time around?,"Good food quality,Good taste,Not enough options","1,1,1"
17251046,Done by the time I got to the cafeteria,Arrived on time,1
17256226,My cup full of ice. I believe they didn’t make enough for my order so filled cup with ice.,Portion too small,1
17254861,I think there might be an issue with either the Romaine or the dressing as something does not taste right.,Bad quality or taste,1
17252234,Food wasn’t there as I think the receipt didn’t print so bad to wait while they made the order,"Wrong or missing order,Waited too long","1,1"
17249902,Boba was hard and not properly cooked through. Unfortunately was inedible today.,Bad quality or taste,1
17256073,MazelTov. Keep up the good work.,Good services,1
17254048,I did not get my food,Wrong or missing order,1
17256060,Marivon and the entire cooking staff are such a pleasure but Marivon consistently goes out of her way to greet and be kind.,Good services,1
17250114,Chicken breast was very small for the price paid,Portion too small,1
17251165,"Everything was good, and Oyster crackers with my soup are SO MUCH better than the saltines! Everyone&#8217;s always so friendly, I appreciate that.","Good food quality,Good taste,Good services","1,1,1"
17252056,Food has not been great lately,Bad quality or taste,1
17251804,Excellent sushi,"Good food quality,Good taste","1,1"
17257408,Packed rice box on top of curry box which caused lid of curry box to leak.,Inappropriate packaging,1
17251103,Enjoyed by all!,Global positive feedbacks,1
17254806,"I picked up at the time it was set - hash browns were not hot, in fact not even warm - they were cold. They hit the trash.",Bad food temperature,1
17252225,Food was terrible- chicken was raw and rice was sweet,Bad quality or taste,1
17257148,Not very many fries.,Portion too small,1
17249952,Brilliant as usual,Global positive feedbacks,1
17252205,Food was on time. Staff were great. Forgot my mayonnaise but easily fixed. Really appreciated the treat!,"Arrived on time,Good services,Wrong or missing order","1,1,1"
17252949,good 👍,Global positive feedbacks,1
17257734,Prolly can use less packaging,Inappropriate packaging,1
17255265,"Lasagna was great! Only negative was the portion size was a bit small and it would of been nice to have a serving of salad on the side, especially as now the prices of the food are increasing","Good food quality,Good taste,Portion too small,Not enough options","1,1,1,1"
17254279,I ordered the chicken Tikka however there was only 2 and a half bits of chicken in my meal .,Portion too small,1
17250953,Delivery today was good and on time,"Good services,Arrived on time","1,1"
17254947,"I’m really sorry to comment that the chicken tagine salad was not good…the oranges were mushy and borderline macerated, didn’t come with dressing and the chicken was so dry I couldn’t eat it. Everything else I’ve had from you guys has been wonderful!",Bad quality or taste,1
17253893,Hash brown cold there has to be a better way of keeping them warm once the are pre cooked like maybe placing them o. The grill with a flip flip to warm them up.,Bad food temperature,1
17250840,Curry was tasty but was mostly onions and peppers with 4 small pieces of chicken,"Good food quality,Good taste,Portion too small","1,1,1"
17253988,I,Other,1
17256839,Need a salad with grilled chicken everyday.,"Good food quality,Good taste","1,1"
17256186,More noodles in the salad and more houmous with the dips please!,Portion too small,1
17256166,Mommy baby is VIP p.m.,Other,1
17253106,Great food. On time. Plus customer service with help from the app was brilliant.,"Good food quality,Good taste,Arrived on time,Good services","1,1,1,1"
17249160,Asked for American cheese and received Swiss. Also bun was burnt,"Wrong or missing order,Bad quality or taste","1,1"
17249083,App doesn't always connect to the internet.,App to improve,1
17253990,I actually got bacon instead of the sausage sandwich I ordered. I ate it anyway as I like bacon!,Wrong or missing order,1
17256005,"Lovely staff, lovely coffee!!","Good services,Good food quality,Good taste","1,1,1"
17253862,Had to come down to get booking accepted! Great coffee though,"Global positive feedbacks,Bad service,App to improve","1,1,1"
17249797,BBQ chicken salad was delicious!!!!,"Good food quality,Good taste","1,1"
17255247,Label was inside bag so I had to rummage to see if it was mine. Jim,Inappropriate packaging,1
17257470,Perfectly made,"Good food quality,Good taste","1,1"
17254108,I generally get excellent service from you guys but on this occasion the amaretto shot was missed out. Very disappointing.,"Good services,Wrong or missing order","1,1"
17248942,Always great service from the team,Good services,1
17257154,Nothing but fried. Where is the green stufff?,"Bad quality or taste,Wrong or missing order","1,1"
17254034,I could eat that tapenade every day!,"Good food quality,Good taste","1,1"
17257787,Re order doesn’t work,App to improve,1
17250190,Chocolate arrived all melted.,Bad quality or taste,1
17250194,Chocolate milk was not in stock or in the cooler again,Product not available,1
17254282,"I ordered the salmon Caesar salad without anchovies. I received anchovies but no croutons. Other than that, the salad was very good.","Wrong or missing order,Good food quality,Good taste","1,1,1"
17254200,I love the homemade salsa,"Good food quality,Good taste","1,1"
17252199,Food was not prepared correctly again,Bad quality or taste,1
17252894,Good flavor and mix,"Good food quality,Good taste","1,1"
17248929,Always friendly and great coffee,"Good services,Good food quality,Good taste","1,1,1"
17254054,I did not order this,Wrong or missing order,1
17255039,It sucks that I have to rate my experience every time I open the app…….,App to improve,1
17255901,Love the order ahead feature. But any word on a return of the salad bar?,"App works well,Not enough options","1,1"
17256990,No French vanilla creamer ????,Wrong or missing order,1
17257386,Outstanding service and food!,"Global positive feedbacks,Good food quality,Good taste","1,1,1"
17255055,It was cold,Bad food temperature,1
17253962,Hoping the individual Greek yogurt is brought in to the cafe. Asking for mindfulness to include low sugar versions as well. Personally for me my go to is Dannon light and fit Greek and the previous vendor had that as an option. Thanks,Not enough options,1
17255280,"Latoya was very friendly""",Good services,1
17256219,My chicken was pink and red my stomach doesn’t hurt but I do hear it growling.I didn’t eat everything so I should be okay.,Bad quality or taste,1
17251982,First time using this service and it was quick and easy. Great app,"App works well,Arrived on time","1,1"
17256879,Needed to be heated more. Food was cold,Bad food temperature,1
17256196,most excellent chicken today! service as always is Great!,"Good food quality,Good taste,Good services","1,1,1"
17257347,Ordered for 1230 was not ready till 1. No time to wait and get to eat,Waited too long,1
17254929,I would be happy If you change the soy sauce to Yamada or some Japanese product.,Not enough options,1
17249087,App is horrible. The staff needs to accept order when placed via app. If they donot accept in time the order gets cancelled. The staff gets busy and is not able to do in time.,"App to improve,Bad service","1,1"
17248804,A tasty meal at a value price,"Good food quality,Good taste,Global positive feedbacks","1,1,1"
17254136,"I had placed and picked up an order of fried Paneer, it was accompanied with rice in soft tacos. The rice was quite raw, not edible. Please ensure rice served is cooked. The fried paneer didn’t have any flavor as it wasn’t in any sauce to pick up flavor.",Bad quality or taste,1
17248872,All napkin dispensers were out of napkins.,Product not available,1
17252190,Food was lukewarm.,Bad food temperature,1
17249851,Best panini <3,"Good food quality,Good taste","1,1"
17257218,Onion ginger bhaji was uncooked from inside and outside covering was burned.,Bad quality or taste,1
17256133,Missing cutlery,Wrong or missing order,1
17250279,Cool wings little longer,Bad food temperature,1
17250018,Cabbage wrapped ground chicken was not cooked enough. Cabbage was hard to cut through and tough to eat.,Bad quality or taste,1
17251900,Fantastic salad and soup!,"Good food quality,Good taste","1,1"
17257362,Ordered over easy eggs received scrambled,Wrong or missing order,1
17253852,Had a good experience,Global positive feedbacks,1
17251941,Feels like frozen food,Bad food temperature,1
17254975,Impossible burger cooked to perfection!,"Good food quality,Good taste","1,1"
17250006,"But thanks to Customer Service who refunded me.""",Good services,1
17250879,Delicious :),"Good food quality,Good taste","1,1"
17255057,It was cold. The food should be in a warming station until you pick it up.,Bad food temperature,1
